,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter
153,DDP 패션몰,중구,서울특별시 중구 신당동 853,37.56764984,127.0118103,마장로1길,신당동,동대문,456.5,4,동대문디자인플라자,17.4
154,광희문,중구,서울특별시 중구 광희동2가 105-32,37.56443024,127.0099564,퇴계로,광희동2가,동대문역사문화공원,198.3,0,광희문.광희동사거리,47.1
155,앰배서더 호텔 주변,중구,서울특별시 중구 장충동2가 191-65,37.55928802,127.0026856,동호로25가길,장충동2가,동대입구,259.0,0,동국대입구앰배서더호텔,54.1
156,동대입구역 3번 출구,중구,서울특별시 중구 장충동2가 199-4,37.55937576,127.0060272,동호로,장충동2가,동대입구,52.0,1,장충동.동국대입구,127.5
157,약수역 6번 출구,중구,서울특별시 중구 다산로 122 약수역 3호선,37.55432129,127.010704,다산로,신당동,약수,4.8,0,약수역8번출구.신당사회복지관,83.2
158,신당역 10번 출구,중구,서울특별시 중구 다산로 269 광희초등학교,37.56703186,127.0157929,퇴계로75길,신당동,신당,214.3,1,성동공업고등학교(무궁화회관),146.1
159,남산타운아파트 버스정류장,중구,서울특별시 중구 다산로 32 남산타운,37.54758453,127.0064392,동호로17길,신당동,버티고개,72.3,1,버티고개,44.0
160,도동삼거리,중구,서울특별시 중구 남창동 205-4,37.55614853,126.9774246,퇴계로2길,남창동,회현,272.4,0,힐튼호텔,70.8
161,서울역5번출구,중구,서울특별시 중구 세종대로 2 서울역 1호선,37.55677032,126.9731979,세종대로2길,남대문로5가,서울,242.2,0,서울역,120.2
162, 삼성사이버빌리지아파트,중구,서울특별시 중구 중림로 10 중림동 삼성 사이버 빌리지,37.55891418,126.964859,중림로,중림동,충정로,157.5,0,충정로역,74.7
163, 시청역 10번출구,중구,서울특별시 중구 서소문로 103,37.56284332,126.9726181,서소문로,서소문동,시청,447.9,0,프레이저플레이스,192.2
164, 서울역 7번출구,중구,서울특별시 중구 남대문로5가 84-11,37.55664444,126.9736404,세종대로2길,남대문로5가,서울,241.3,0,서울역버스환승센터.강우규의거터,128.8
165, 중부경찰서앞사거리 건너편,중구,서울특별시 중구 초동 107-12,37.56474304,126.9909515,수표로,초동,을지로3가,191.9,0,을지로3가,156.5
166, 국제빌딩,중구,서울특별시 중구 남대문로 109,37.56693268,126.9825821,남대문로,남대문로1가,을지로입구,102.0,1,을지로입구역.광교,70.0
167, 동대문디자인플라자,중구,서울특별시 중구 을지로6가 18-169,37.5683136,127.0094605,장충단로,을지로6가,동대문,345.7,3,동대문디자인플라자DDP,19.8
168, 서소문성지역사박물관,중구,서울특별시 중구 중림동 373,37.56024551,126.9687805,서소문로8길,중림동,충정로,452.4,1,한국경제신문사.서소문역사공원,72.3
169, 서울도시건축전시관,중구,서울특별시 중구 태평로1가 60-20,37.5670166,126.9768372,세종대로19길,태평로1가,시청,256.2,0,프레스센터,64.7
170, 중앙일보,중구,서울특별시 중구 서소문동58-6,37.56253433,126.972496,세종대로7길,서소문동,시청,474.1,0,프레이저플레이스,168.7
171, 을지로입구역 8번출구,중구,서울특별시 중구 을지로1가 140-1,37.56590271,126.981781,남대문로9길,을지로1가,을지로입구,75.0,1,을지로입구.시청입구,59.9
172, 을지로지하쇼핑센터,중구,서울특별시 중구 을지로 66 하나금융그룹 명동사옥,37.56589127,126.9844513,명동9길,을지로2가,을지로입구,162.5,0,을지로입구.로얄호텔,83.0
173,서울지방고용노동청 앞,중구,서울특별시 중구 삼일대로 363 장교빌딩,37.56761551,126.9872437,청계천로,장교동,을지로3가,437.5,2,청계2가.삼일교,92.2
174, 신세계면세점,중구,서울특별시 중구 충무로1가 54-2,37.56005478,126.9809418,남대문시장10길,충무로1가,회현,293.2,1,신세계앞,102.2
175, 약수동 주민센터,중구,서울특별시 중구 다산로96,37.55281448,127.0091934,다산로6길,신당동,약수,212.9,1,약수역7번출구.약수동주민센터,10.1
176, 대신파이낸스센터,중구,서울특별시 중구 삼일대로 343-1 가로판매대38,37.56520844,126.9873962,삼일대로,저동1가,명동,477.8,1,남대문세무서.서울백병원,27.5
177, 브라운스위트레지던스,중구,서울특별시 중구 중립동 340-1,37.56147003,126.9680176,서소문로,중림동,서대문,492.8,0,한국경제신문사,59.8
178, 서소문역사공원,중구,서울특별시 중구 의주로2가 16-6,37.56157303,126.9684906,서소문로,의주로2가,서대문,494.0,0,한국경제신문사,85.4
179, 중부경찰서앞 사거리,중구,서울특별시 중구 저동2가 22-1,37.56459045,126.9907684,수표로,초동,을지로3가,214.4,0,을지로3가,176.9
180, 롯데시티호텔,중구,서울특별시 중구 장교동 74,37.56689835,126.9877396,삼일대로12길,장교동,을지로3가,374.5,1,청계2가.삼일교,125.7
181, 명동역9번 출구,중구,서울특별시 중구 퇴계로 135-14 구두수선대124,37.56122589,126.9874954,퇴계로,충무로2가,명동,106.7,0,명동역.세종호텔,81.8
182, 퇴계로4가 교차로(중구청),중구,서울특별시 중구 퇴계로 235 남산 센트럴 자이,37.5625267,126.9983139,창경궁로1길,충무로5가,충무로,383.8,0,퇴계로5가,127.8
183, 동대문역사문화공원역 5번출구,중구,서울특별시 중구 광희동 1가 202-5,37.56430817,127.0064774,마른내로,광희동1가,동대문역사문화공원,155.5,0,광희동더스프라지르서울동대문,81.8
184, 서울역 서부교차로(3),중구,서울특별시 중구 중구 한강대로 405,37.55540848,126.9694214,청파로95길,봉래동2가,서울,289.8,0,서울역서부,65.5
185, 부산은행,중구,서울특별시 중구 무교로 6,37.5664711,126.9792557,무교로,을지로1가,시청,271.8,0,을지로입구역롯데호텔,118.6
186, KG타워 앞,중구,서울특별시 중구 통일로 92 케이지타워,37.56339645,126.9689407,서소문로9길,순화동,서대문,332.9,1,경찰청.동북아역사재단,41.9
187, 황학동롯데캐슬,중구,서울특별시 중구 중구 청계천로 400,37.57162094,127.0220413,난계로25길,황학동,신설동,488.7,1,황학동롯데캐슬,16.1
188, 필동 삼거리,중구,서울특별시 중구 서애로 33 티엔에스빌딩,37.55969238,126.9964829,필동로,필동3가,충무로,259.8,0,충무로역2번출구.대한극장앞,219.1
189, 충정로역 2호선(엘리베이터 앞),중구,서울특별시 중구 서소문로 18 에이원빌딩,37.55937576,126.9641419,서소문로,중림동,충정로,78.2,0,충정로역2호선,28.1
190, 중부세무서 앞,중구,서울특별시 중구 남학동 12-1,37.56092453,126.9906616,퇴계로26길,남학동,충무로,321.6,0,퇴계로3가.한옥마을.한국의집,105.0
191, 목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10 목월공원 앞,37.53243256,126.9547424,원효로27길,원효로3가,효창공원앞,956.8,0,원효로풍전아파트,21.4
192, 한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494 한강진역 2번 출구 앞,37.54115295,127.0022125,한남대로,한남동,한강진,174.3,0,한강진역.블루스퀘어,32.2
193, 한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17 한남초교 앞 보도육교,37.53813934,127.004097,한남대로27길,한남동,한강진,267.1,1,순천향대학병원,237.3
194, 문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10 문배어린이공원 앞,37.53675842,126.9700012,한강대로,문배동,삼각지,351.9,1,문배어린이공원,30.6
195, 전자랜드 본관 앞,용산구,서울특별시 용산구 한강로3가 16-8 전자랜드 본관 앞,37.5330658,126.9607315,원효로48길,한강로3가,용산,492.0,2,서울드래곤시티용산,113.8
196, 서울역 12번 출구 앞,용산구,서울특별시 용산구 동자동 14-229 서울역 12번 출구 앞,37.55227661,126.9726868,후암로57길,동자동,서울,263.4,0,갈월동,149.8
197, 서빙고동 금호맨션 앞,용산구,서울특별시 용산구 서빙고동 235-5 서빙고동 금호맨션 앞,37.520504,126.9897385,서빙고로62길,서빙고동,서빙고,146.6,0,서빙고역교차로,32.4
198, 한남 유수지 복개주차장,용산구,서울특별시 용산구 독서당로 18 한남 유수지 복개주차장,37.53016663,127.0074387,독서당로6길,한남동,한남,173.4,0,한남역,53.7
199, 이태원지하보도,용산구,서울특별시 용산구 용산동2가 5-1812 이태원지하보도,37.53841019,126.9866486,신흥로,용산동2가,녹사평,414.6,0,한신아파트,63.7
200, 녹사평역1번출구,용산구,서울특별시 용산구 용산동2가 6-7 녹사평역1번출구,37.53507996,126.9853821,녹사평대로40길,용산동2가,녹사평,124.4,0,녹사평역,23.5
201, 용산전쟁기념관,용산구,서울특별시 용산구 용산동1가 8-4 용산전쟁기념관,37.53483963,126.9776611,이태원로4길,용산동1가,삼각지,402.3,0,전쟁기념관,71.6
202, 삼각지역 3번출구,용산구,서울특별시 용산구 한강로1가 228-1 삼각지역 3번출구,37.53351212,126.9722748,한강대로53길,한강로1가,삼각지,158.6,0,삼각지역,138.3
203, LIG강촌아파트 103동앞,용산구,서울특별시 용산구 이촌동301-5 LIG강촌아파트 103동앞,37.51850891,126.9787979,이촌로88길,이촌동,이촌,573.9,0,이촌동현대아파트,8.1
204, 신용산역 6번출구 앞,용산구,서울특별시 용산구 한강대로 115 신용산역 6번출구 앞,37.53014755,126.968483,새창로,한강로2가,신용산,120.3,0,신용산역,72.2
205, 삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161 삼각지역 4번출구 앞,37.53345108,126.9717331,한강대로53길,한강로1가,삼각지,191.0,0,용산우체국,186.7
206, 숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100 숙명여대 입구 교차로,37.54489517,126.9693832,청파로47길,청파동2가,숙대입구,243.5,0,숙명여대입구,23.0
207, 선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4 선린인터넷 고등학교,37.54165268,126.9705048,청파로,청파동3가,남영,99.3,0,남영역,73.1
208, 청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349 청파동입구 교차로,37.54902649,126.9719467,한강대로100길,갈월동,숙대입구,495.9,0,갑을빌딩,11.2
209, 이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219 이촌1동 마을공원,37.52202606,126.9661865,한강대로14나길,한강로3가,신용산,807.1,0,이촌동동부센트레빌,61.3
210, 효창동주민센터 앞,용산구,서울특별시 용산구 효창원로 161 효창동주민센터 앞,37.54232025,126.9619598,효창원로69길,효창동,효창공원앞,343.8,0,효창운동장.효창동주민센터,21.0
211, 서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279 서빙고동 주민센터 앞,37.52033615,126.9942627,녹사평대로,서빙고동,서빙고,512.8,0,서빙고동주민센터,45.8
212, 국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99 국군복지단,37.54188538,126.97966,두텁바위로,용산동2가,숙대입구,730.6,0,큰빛의집앞,350.1
213, 숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289 숙대입구역 8번,37.54407883,126.9720001,한강대로87길,갈월동,숙대입구,54.2,0,숙대입구역,41.3
214, 베르가모앞,용산구,서울특별시 용산구 한강대로 23 베르가모앞,37.52293015,126.9616928,한강대로7길,한강로3가,용산,808.7,0,한강대교(가상),118.2
215, 청암자이아파트앞,용산구,서울특별시 용산구 원효로 35 청암자이아파트앞,37.53442383,126.9485703,삼개로,원효로4가,마포,617.3,0,청암동강변삼성아파트,35.8
216, 이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134 이태원관광특구입구,37.53427887,126.9885635,녹사평대로40길,이태원동,녹사평,170.9,0,용산구청.이태원시장,121.0
217, 이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24 이촌1동 주민센터 뒤,37.5212822,126.973465,이촌로71길,이촌동,이촌,134.6,0,이촌역,121.2
218, 효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287 효창공원앞역 3번출구 뒤,37.53900909,126.96138,백범로,용문동,효창공원앞,28.1,0,효창공원역,39.1
219, 남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18 남영역 건너편,37.54198074,126.9715424,한강대로77길,갈월동,남영,108.7,0,남영역,26.1
220, 현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74 현대자동차서비스 앞,37.53142166,126.9514999,원효로,원효로4가,마포,1030.0,0,원효대교북단(가상),111.3
221, 한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417 한남나들목 입구,37.52906036,127.0067291,독서당로3길,한남동,한남,219.5,0,하이페리온,154.1
222, 숙대입구역 4번출구,용산구,서울특별시 용산구 한강대로 지하 306 숙대입구역 4번출구,37.5444603,126.9723892,한강대로88길,남영동,숙대입구,27.4,0,숙대역5번출구,48.1
223, 보광동 삼성리버빌아파트 앞,용산구,서울특별시 용산구 보광로5길 40 보광동 삼성리버빌아파트 앞,37.5240097,127.0014496,서빙고로91길,보광동,한남,909.7,0,보광신동아아파트삼성리버빌아파트,95.7
224, 용산 파크타워 앞,용산구,서울특별시 용산구 서빙고로 67 용산 파크타워 앞,37.52365112,126.9702683,서빙고로,용산동5가,이촌,391.5,0,용산세무서,10.6
225, 신용산역 1번 출구,용산구,서울특별시 용산구 한강대로 100 신용산역 1번 출구,37.52960968,126.9688721,한강대로38길,한강로2가,신용산,99.3,1,신용산역,115.5
226, 녹사평역 광장,용산구,서울특별시 용산구 이태원로 134 녹사평역 광장,37.53379822,126.9886704,녹사평대로,이태원동,녹사평,199.9,0,용산구청.이태원시장,113.1
227, 이촌2동 동원베네스트 아파트 앞,용산구,서울특별시 용산구 이촌로14길 7 이촌2동 동원베네스트 아파트 앞,37.5271492,126.9551621,이촌로14길,이촌동,용산,883.2,1,이촌2동주민센터,65.8
228, 용산 선인상가,용산구,서울특별시 용산구 새창로 181 선인상가,37.53269958,126.9643784,청파로20길,한강로2가,용산,316.8,1,신용산.지하차도,37.5
229, 용산중학교,용산구,서울특별시 용산구 두텁바위로 74 용산중학교,37.54650116,126.9809494,두텁바위로,후암동,숙대입구,810.7,0,후암동종점,22.0
230, 삼각지12번 출구,용산구,서울특별시 용산구 이태원로 29 전쟁기념관,37.53488922,126.9756241,이태원로2길,용산동1가,삼각지,222.6,1,전쟁기념관,36.9
231, 삼각지 자이아파트,용산구,서울특별시 용산구 한강대로 205 용산파크자이,37.53607941,126.9734192,백범로99가길,한강로1가,삼각지,147.1,0,삼각지역,66.4
232, KCC용산월츠타워,용산구,서울특별시 용산구 백범로90길 34 구두수선대,37.53739929,126.9689255,백범로90길,문배동,남영,453.4,0,문배어린이공원,65.3
233,효창 푸르지오 앞,용산구,서울특별시 용산구 백범로 260 효창파크 푸르지오,37.54047775,126.9581146,백범로43길,효창동,효창공원앞,316.3,0,용마루고개(서울자동차고등학교),35.6
